Time Bucket,1-Mains_A,2-Mains_B,3-Mains_C,4-Air Conditioner-A/C 5 Parque lado Cochez,5-Air Conditioner-A/C Gimnasio lado Cine,8-Air Conditioner-A/C 6 Parque lado cine,9-Air Conditioner-A/C consola gym lado cine,13-Air Conditioner-A/C Cine máquina,15-Air Conditioner-A/C consola cine,17-Air Conditioner-A/C Consola cine,19-Hot Tub/Spa-Bano turco
2023-02-20,31.539494302868313,31.587763684628808,11.17396113992903,0.7051088859685262,50.74207970128377,11.476836535269419,2.703700520448419,10.893897659036849,0.7809460109284189,0.0,0.020873084744347462
2023-02-21,28.777385637946658,23.98836215012444,7.055126383947797,0.7030009836694929,45.913568578300485,11.426276580314637,2.7054438288683356,2.2401011800787187,0.0,0.0,0.021255758421421057
2023-02-22,30.96889228362401,28.096901746646036,11.541962436276542,0.7054835528871748,47.283500925161576,14.46592343928549,2.7258084834501477,8.560609756541783,0.3485128934457567,0.0,0.021708243907822507
2023-02-23,29.2492072100597,24.50143801878823,7.033607466464571,0.7044169479327731,46.91824877754212,11.391437150011061,2.694811839106613,2.2425575571166143,0.0,0.0,0.02134380348920822
2023-02-24,31.212175885052158,26.471040263491737,9.017587188453676,0.7017797559452058,48.903147660446166,11.10340293666098,2.7012950261057753,3.6911510122553506,0.06710135800944435,2.108738677531348,0.0379704256717364
2023-02-25,30.971181955250636,27.167084221399094,12.11153269720501,0.7062614758348464,45.60808916376325,11.438435345693167,2.7019621966176555,8.173699422692195,0.42144291221353747,4.197638316054874,0.028966186725563475
2023-02-26,31.594604656263993,33.010304495052765,15.240479387137096,0.7103409655205407,48.09891958990309,11.56312271417406,2.5693586989553774,16.16560983504825,0.8007286186475224,2.6507659444003635,0.03200398190895717
2023-02-27,30.63960472938114,26.566100544891356,7.410617123831644,0.7032741866530313,49.6137801824273,11.523603347401087,2.669016679975722,2.8927059654002716,0.039275408839649625,0.0,0.020242009453243684
2023-02-28,27.95018340438631,30.779426393612756,14.15898189394421,0.7030966324414147,43.42716544409011,11.458480542511408,2.6921512527590328,17.28693205721961,0.8290984916822116,0.00209824951171875,0.02112520365450117
2023-03-01,31.728264439987605,34.25156553003947,12.767716984365252,0.7017592738193936,51.65082570755004,10.836314133497874,2.6904887384772294,15.031843732859295,0.8021172836059994,0.0,0.01976710538837645
2023-03-02,36.9974875865237,32.24100250400967,8.847824933154849,0.7012760386594137,59.799394613265996,11.531906310104793,2.6561374132349753,2.9092357976892256,0.03984924188110563,2.7698079651302763,0.02995612797048356
2023-03-03,35.31583797995885,35.31324645231882,10.883133120722238,0.6999240043576559,58.2131323593055,11.710712574240368,2.671946198707422,10.068179947230023,0.540736510145929,0.0,0.01904773405075073
2023-03-04,38.50263687011083,34.557170317571426,12.433717668117946,0.703976217809783,59.40998031903161,17.434679621398715,2.672563060890039,7.624459314467113,0.3968760914569431,0.0,0.019273945825629763
2023-03-05,37.33176215778987,32.34402463447994,13.703675850956175,0.7012843188179863,55.2335746059884,17.155363830453027,2.509284775000678,7.405529351124232,0.3269121864435408,2.6755361909951105,0.019706021946271263
2023-03-06,33.8158014131758,30.746592509242156,7.91494651245541,0.6985407510736256,56.16219647438049,11.42898058718999,2.6558887925733465,4.1083006702423095,0.08346392724408044,0.0,0.019057108420001138
2023-03-07,32.83634649156994,31.04783868355009,9.497915568982231,0.697795988181432,53.74943691681332,11.70036306621975,2.666722454097536,7.292451271603903,0.27270097676674526,0.0,0.019293469342390696
2023-03-08,29.868134781648845,23.033909110914863,8.996275826011233,0.6988529822916455,44.081967159682385,11.590783336382971,2.668806154856682,2.231307361818949,0.0,3.7696935867648658,0.020053709291881987
