Time Bucket,1-Mains_A,2-Mains_B,4-Air Conditioner-Aire Gerencia,5-Air Conditioner-Aire Acond Ventas,6-Air Conditioner-Aire 3,7-Air Conditioner-Aire 4
2023-02-20,0.9738255228667789,2.693692579964532,0.8043368086110221,0.468788601785236,0.0,0.4035726614742809
2023-02-21,0.970846455666224,2.6892152110926317,0.801411725151274,0.46654242884900843,0.0,0.40232977281755866
2023-02-22,8.915800352188743,7.896361079528596,0.7865945846229129,10.812867109521228,0.0,0.41116940317975154
2023-02-23,14.13952600968891,11.678530956576665,7.491177305089101,8.825935150824652,0.7891050998653307,2.162011293024221
2023-02-24,14.514773162885241,11.79720248447524,2.467536848885748,10.013674549868899,1.809765154793792,5.671073816015984
2023-02-25,0.9594085893991258,2.5605730546591015,0.7891010802030562,0.45936187574598525,0.0,0.3970253915696673
2023-02-26,0.9611593494531843,2.5314595271661546,0.7923608395332761,0.4611091166875097,0.0,0.398436529987918
2023-02-27,11.025659501510196,9.647983628933167,0.7856362270307542,9.054682721608215,1.1938109132978651e-05,5.8850785854782
2023-02-28,14.630925795052846,12.574571212090387,8.013272802674505,8.067234088556237,1.0754553359187975,4.20183971038315
2023-03-01,14.074402246500652,12.177817877902987,7.490836439497206,7.072070159587594,3.566870874828762e-05,5.945216733002399
2023-03-02,11.141926517724992,9.865218961837558,3.2812922738700445,5.710230033607748,1.541562133365207e-05,7.121847845017643
2023-03-03,14.090889578052098,11.653715758131876,6.165886345303854,6.889710919017528,0.31755252722713684,5.959408642565146
2023-03-04,5.610429190338983,6.06901042816374,4.508082122269206,2.553307794139385,0.42926178748925525,0.40799633289761017
2023-03-05,0.9709779017670948,2.835870751099057,0.793248270681699,0.46115203634050145,0.0,0.4000861895934741
2023-03-06,15.42291583966785,14.427670176839829,10.333856612496374,6.981048706799878,1.2692798530507086,6.087688575303818
2023-03-07,14.603092501471837,12.566535195238329,11.414365755530461,0.45473551792171263,0.6582188058347173,8.148595997500157
2023-03-08,18.092600037885244,14.938957652599548,8.711817602529527,5.9291741330761365,2.0234252137904694,8.668249749325117
2023-03-09,13.103139349487092,11.613449137187533,4.015847537347476,0.45450932258155613,0.978888763013151,13.423534577854474
2023-03-10,8.19881121375402,7.8330611666721754,0.7863332769711814,0.45514955051581063,0.059103602310021715,10.295800038585663
2023-03-11,1.0887150924068028,2.850362061457104,0.7989361501561271,0.4628221851717101,0.0,0.4027709527023634
2023-03-12,1.0134698227903578,2.693781866282357,0.764132944079505,0.44208995298915443,0.0,0.3854302241802216
2023-03-13,13.478534338401158,11.628111097222433,6.439132290085687,0.4567613565728399,0.9052471213679846,10.640410338719157
2023-03-14,12.197346329786512,10.910493250651887,3.4713074976645575,5.583243392059803,0.41019696643299525,7.647886055445672
2023-03-15,11.477657385695775,10.403283436643811,2.8418903458770117,5.6111388079100175,0.5599332604591053,7.392006124567454
2023-03-16,9.040665680992337,8.45871480489095,0.7847644931332269,0.4550598591558139,0.7778359162746535,10.559743822172747
2023-03-17,13.06586431005796,11.879837740418118,7.120895634587076,0.4578244857788086,0.4749571384104093,11.028191264337963
2023-03-18,1.341834829451243,2.8337124492761823,0.7999620464499793,0.4642990829330019,0.0,0.40397985069486836
