Time Bucket,1-Mains_A,2-Mains_B,3-Mains_C,4-Air Conditioner-Evap Comedor,5-Air Conditioner-Evap Pasillo Familiar,6-Air Conditioner-Comp Sala Familiar,7-Air Conditioner-Comp Rec Principal,8-Air Conditioner-Comp Sala Familiar,10-Air Conditioner-Comp Comedor,11-Air Conditioner-CompSala Den,12-Air Conditioner-Evap Sala Den,13-Air Conditioner-Comp Cocina,14-Air Conditioner-Comp Recm Esther Diron,15-Air Conditioner-Evap Rec Principal,16-Kitchen-Hornos,17-Computer/Network-Rack Sistema Inf.,18-Clothes Washer-Lavadora Secadora,19-Fridge/Freezer-Nevera Grande
2023-03-10,38.08388792943319,39.35326800896539,40.475591247372094,4.392110554456446,0.7214997988843918,10.533028414167827,19.94878956216362,4.852658169523079,1.1883970992035335,14.994044688094721,1.51785291516304,0.13108938538577822,20.276330987999977,3.1066753364944453,0.0,3.7794041126675078,5.650809144634672,3.3310814423667052
2023-03-11,70.79144624516806,86.46281671936035,102.92264096965366,19.376865389710797,2.7488459168391763,40.68883570881075,23.103857733501066,22.178431452038556,12.641611767833234,11.97572178548336,1.5994493310467404,0.00010095954497655232,60.06465444689884,5.872258376095825,0.0014242597137557136,7.591318555306329,3.120695614821116,6.602681550216675
2023-03-12,64.42637318723891,61.32623960367838,66.41724181063333,12.457222747011183,0.8266396687995063,30.432615827153793,37.70214528570864,0.12454359071122277,16.498178607621195,24.357418542308807,1.8920235535687868,4.416077019048267,17.128760101159415,5.050586513977051,0.0005343113221062554,7.2700071348444615,10.723020700429283,5.427446732408735
2023-03-13,70.67235421614753,80.8617159844462,95.2007225609292,13.072940310881403,2.443216129700608,37.093059928889005,36.138637112658024,3.1324564770807157,16.038500089840092,27.42786551769495,1.9764078809483845,4.431102116902669e-05,50.84297721021546,6.318622119044992,5.202487628801399,7.568876915105184,11.254990157614813,5.990728418687185
2023-03-14,68.24097900616117,65.6401131040107,71.39523165651111,9.214686692118113,1.1189827933406833,33.105370377376346,30.411644730268588,0.11119423715485466,16.92290883963373,33.44155803145382,2.072181601723035,0.4668733311801487,29.5901373178135,6.342573932718967,0.0024332818624708385,7.580977165194618,8.467407919896445,5.6864384016948275
2023-03-15,78.04788052061292,81.54177492502849,80.91746407970854,7.735689479618603,1.4489633203689258,39.652903100565275,18.831668209160433,1.8458649742682773,16.193994610466163,42.23452365158983,1.5488329651623296,2.511504935397042,35.4281687007218,8.437679433155058,4.868330028322008e-05,7.6224752821143476,8.106652890341017,6.33068812350591
2023-03-16,76.68899959204781,99.1011397762044,96.25940311966366,9.949326775199571,2.8935363959972062,33.3919856845628,13.547833956613538,0.9897944766897625,16.72663443336328,41.74254883068827,1.3256129847057658,1.2945017302661472,67.07407474786574,7.219445076203345,0.0,7.581935905871922,9.124122317884233,6.259049466667176
2023-03-17,60.983624850175644,72.82165952821519,69.71876391936831,4.589015534009139,1.9700640733806292,26.1641556557666,20.471630107127297,0.7114533433561856,16.297567225848038,42.72836139423132,1.7044770114045675,2.825131416320801e-06,47.08413392098745,6.73877561597109,0.0,7.748716830944486,7.149684917258157,6.079975152113174
2023-03-18,42.6884194924079,61.135744067959266,36.23377029416825,6.269989779006904,1.3604516879516177,0.00743299763335122,10.320790745948685,5.022156206448079,15.005209704173673,37.94487132074754,2.1150997418575814,0.0,40.78757681532091,5.158851040890481,0.0,7.673504096577962,3.0799294594383237,4.455828757743835
2023-03-19,78.88370865914239,71.69057996709188,75.29789855255974,6.7035519884501555,1.4995076092931963,18.263838603773912,42.52939806207684,9.611378449754186,13.926854345899423,49.24706089624246,2.8843551493292385,3.5904232660929363e-06,38.80057715386126,5.991728087936506,5.605285432603624e-06,7.586020783403184,6.233122451290553,5.187506833720737
2023-03-20,81.61736510329352,86.17343318449231,93.00504762265523,8.374294917367566,2.150783112077713,53.61120731909726,27.217394549483988,2.019991551981237,16.027422539830734,43.17652414135801,1.7330696809866695,2.0358705226119356,54.75575058414776,9.428172688825658,0.0,7.5914233508046465,9.938467043546042,5.806794584942924
2023-03-21,79.74671677181666,86.48400901565552,78.91182813645257,5.700743839972549,1.0825440004759366,39.314747656611075,19.230745996933777,18.599535739575227,14.097656807290715,62.92062688152471,1.900256386882729,3.9767094961272345,30.101916919172343,7.573087398164008,2.9674858132878943,7.599468683683608,10.210804069463942,5.546726285572053
2023-03-22,69.11412866273668,79.00195361039903,86.21687203214009,14.469198303043575,1.5216040749218727,39.85772558868383,40.17509813426945,18.749765050541296,9.813323636784817,14.648372279757659,2.3967271407500896,0.7414703884829416,40.47507502447128,7.668353044703271,0.00015716914176940917,7.6193956572808155,7.878769931428698,5.547343718111248
2023-03-23,61.80815058870952,77.68275736000909,79.51418288508098,9.611050693964165,1.5948941014223628,28.21780906839238,27.169891036714176,16.28798810581287,11.57917651258495,26.12194814819362,2.094484748630259,0.5913501488664415,45.31997253751145,6.552406199449699,2.7798512246873642e-06,7.622086832495796,10.096226252911885,5.850662183460659
2023-03-24,76.96115224175345,94.83614920957778,108.46427188696543,11.148961165369617,1.4716523120983442,47.48069268059466,35.22741428766092,36.53123682552337,11.952506720229254,23.38970034404437,2.1113473991868235,0.0006942564113934834,38.46102700091256,7.795025481757853,8.561960316823324,7.739182865439521,10.464998895893096,5.9248533122083895
2023-03-25,63.26732802259656,75.80154077799479,86.54300772026907,19.717531396913795,1.1711292505672242,52.71003588052247,36.482517084504764,41.555722951823334,5.275068863852025,1.6129860417098474,1.6946537700189486,0.24812278795030385,26.523686853872142,6.311485059686501,4.0328048070271814e-05,9.108783745914034,3.135957384212282,5.429415704545975
2023-03-26,76.23987082292345,70.38450701336328,87.20443727567461,13.364249508621427,1.677053326566484,48.166945053550386,41.129141886977365,2.641483705534935,16.678551858446596,19.040985175476337,2.2162888266974035,0.0,37.84462989989387,7.6952591075947545,0.0,8.25455768530104,9.560834252488878,5.4981381699583265
2023-03-27,65.35193634619819,74.85694474395751,89.15895946325936,14.862165773570801,2.0554872036200096,47.499769949893164,26.60455105516699,11.756534657862186,13.506467612406148,9.420277023548815,1.8166655221157606,4.539870076709324e-05,52.86607776673608,7.707731557490827,2.6084633138444687e-05,7.560550634613036,8.29125868109703,6.050440601245032
2023-03-28,66.87835746948242,78.53517614944458,85.18156964172789,14.750776119078001,1.4786762653576004,47.89913429799291,26.07352193764051,10.9527261643672,13.69025079568015,21.011529466925197,1.2591834906040302,0.21809953829606374,40.31458490838925,7.956041910619471,3.0940169758266874e-06,7.589573640441895,9.661898684903251,5.6998616936535305
2023-03-29,72.39619199237399,77.95348807078042,94.0202128033532,15.963379421625934,1.7189386246050726,57.139261924927226,30.242528490188395,8.327365690574382,14.84056259017282,12.341036403787134,2.293827624531587,0.1830333968289693,44.89664630579737,8.94485714688566,0.0002449892422888014,7.563406941524081,9.643167044507132,6.116244593546126
2023-03-30,74.88487250757854,76.57530039935642,84.89052400449967,9.307503289963138,1.5410962293850057,39.81681926325216,21.964864307776022,4.565957779700228,15.536490386408962,33.404436346616215,1.9927182560502161,8.599178711573282e-05,44.71527350772406,7.21287139073001,0.00043519318792555067,7.57917140824212,9.51657316707611,5.987734850974613
2023-03-31,77.91578268283419,71.36402585751006,78.24019791570873,8.034298521208232,1.201814664947457,39.47254275519343,43.77237203641123,4.380340139127838,15.485639208838936,34.80701478466273,2.655575724068748,0.0,31.515745523761645,7.164754362425275,0.0,7.530215749079385,9.70429798265669,5.5244892669698915
2023-04-01,75.6166437167867,70.51899111499363,78.78721383875104,4.502718574481806,1.37492696879016,35.54477483027959,32.33843252488243,0.09875412858062321,16.684685834802522,43.009127354060276,1.915148074652089,0.34113109242969086,36.52879885749261,6.721662736399703,1.719234519534641e-05,7.521282901111178,3.718668299158944,5.30926261352539
2023-04-02,86.15687916081747,72.27349261449177,92.085943493042,8.240919988332854,1.020190703136656,45.748125998179134,41.979659750869544,3.9061807359639804,15.643421574767167,33.332510377511184,2.602004862612618,23.58949062438965,25.46652373243385,7.843664242904187,0.2538525330826971,7.529358911187913,11.814753734224109,5.503014872735342
2023-04-03,76.89071039064194,83.13614700787015,90.70375364057753,10.571223799075021,1.7297459225781762,42.70292341011311,23.658340780381625,8.820216700082355,14.262107945617306,34.94398630253447,1.800243248822689,5.61790943145752e-06,47.62019691246537,8.302998360610804,7.392101222508749,7.502142138069999,9.53643548702346,6.598521241972181
2023-04-04,68.41378902698092,82.8046909197998,95.5634714295366,13.583060402817196,1.3023905060847598,48.10093275818029,34.13151737686131,27.67016556173457,10.602059967387785,13.810392150092918,2.3389807224331953,5.2521773662130045,29.348813880181584,8.593094090305431,0.0,7.535363062761095,9.440855651819442,6.029762132517498
2023-04-05,94.17854048765393,91.93490939782038,105.47979170602585,11.153828133578566,2.345349563607375,55.84132049875525,31.85055843148655,13.035763545853293,12.322757646039062,46.28827068835524,1.7754075583439404,15.432618195075989,44.69937660991935,7.410802238636547,2.818865776062012e-06,7.552506560448542,9.622857549033697,6.346855878779094
2023-04-06,86.51143660220676,109.48302373955619,144.27281133795842,10.92905872849067,2.985467875500785,47.67157438792652,31.412954870487855,40.297077695537936,12.71249861728801,27.062614887064566,1.4650659497067664,21.607533892654843,56.52173015865167,6.474526752730474,17.738836397012072,7.550374695188734,8.667171576987373,5.61531237086614
2023-04-07,81.3380778873698,101.8121053813002,92.86220644344753,8.975015960109497,2.8885561206796435,39.2582041066681,25.83859409212907,30.42947541262017,11.818496813133292,52.16486437342935,1.4204088983148997,4.752377816280789,57.7782116779807,5.590087824436558,0.01128542464574178,7.573301323352388,9.477194069512686,5.643566953765021
2023-04-08,63.04041900546604,83.90209008161756,85.88751435660468,14.490878283350998,2.7932877830698755,27.624537276827237,32.946900813952546,21.381755099042785,13.180987860786122,13.444783223529388,1.4086722608023217,0.0,53.95221886327928,5.646960253068341,2.222395131836467,7.522116246024238,5.617484200630188,5.296776361168755
2023-04-09,78.26449434597438,87.87288525790747,98.70931665115357,9.655538427192106,2.633181993797621,45.0102717151014,30.295018013014527,5.585300012158817,15.780991809195147,36.23828660863982,1.549910810264746,1.1980488222564594,53.10527332733154,7.300729803365074,2.1006513169145586,7.5144158329179565,10.416509997018178,5.89271013317956
2023-04-10,58.981163029166325,78.97613190000746,81.11246529801262,10.433449853510329,2.3823155863995025,30.757703400817977,26.32389989462853,26.70716242449787,8.670633540531794,20.443662234191102,1.942531801335812,0.0,52.2525813542199,6.354392435969248,0.0,7.54863536524455,5.2286044774712455,6.389540510281457
2023-04-11,22.249202390967476,58.96733455034045,35.651394446356036,13.614556732187005,0.731953514984184,0.00560914658413993,0.4392206857683924,41.70624665591611,4.645392445009018,11.529834947238498,1.3101341734756362,0.0,20.003859657617408,4.636309008563095,0.0,7.626976999719936,2.945080792099635,4.9803594595167375
2023-04-12,23.25131549735175,66.60425948030259,42.92014844409519,13.063902744914689,1.2953075021606024,0.006039126499229006,0.43862026892397143,45.94225333951897,4.259298859848447,14.286901574570603,1.3278497661471367,0.0,30.684966614665722,4.659263812871244,0.0,7.653126695590548,2.944724822524389,4.839291267581515
2023-04-13,26.230129663297866,69.84824828625148,51.4109085945299,12.808232411546179,1.673385987397035,6.261004283861849,1.1294820259981686,43.18664462300274,3.4579734363627432,14.033987769875527,1.3707291501185632,0.0,35.94530587224086,4.786847106607756,0.0,7.647157937282985,3.095061506515079,5.043656005950505
2023-04-14,85.23958395733305,91.75160783562555,116.83817662897745,10.234733116908338,2.306217614716953,59.77535916401067,37.50757570066902,25.124295779167273,10.150461831205156,30.566336733209294,2.290369396384822,6.035350131990381,51.5034826287463,10.639513090047835,4.065559054649141,7.53473320447286,8.178803278425004,6.193451878488329
2023-04-15,75.4126635569763,83.21177530795627,98.37503304244149,7.828181665170722,2.3857726604734526,52.373285385519395,26.16065055303415,31.897675420654615,8.154851127866108,32.88009338495202,1.3740014665468534,1.2489728274854024,46.1283053140574,8.398396821127733,3.2328178540335757,7.553698186297946,3.8265929701116352,6.080450974684822
2023-04-16,66.95964355234783,88.05194999647352,99.16913029054005,15.641118988709184,2.1294697819627655,40.768320468308666,31.78593663426452,47.07214008733802,5.2821148779993585,9.982568678702247,1.9251484849466218,2.0314071973164877e-05,38.05718287849744,5.776064385166434,3.011853959825304e-06,7.551715091516708,10.165624675523969,5.944136962398954
2023-04-17,56.90557548431396,95.5344100088501,101.1838537421587,13.588885513520772,3.2778332914092805,45.31240402451197,21.452250860704314,36.602746268982884,9.670740549205409,15.900307421459887,1.375741202424102,1.1644351482391358e-05,61.03186935798989,7.403140152758758,9.074394438001844e-06,7.763983719685871,8.942210057320064,5.535878492872449
