Time Bucket,1-Mains_A,2-Mains_B,3-Mains_C,4-Sub Panel-Sub Panel Break 80A,5-Air Conditioner-Gym1,6-Air Conditioner-Gym2,7-Air Conditioner-Lounge 1,8-Pump-Bomba de Achique,9-Air Conditioner-Gym 2 Lobby 34 Condensadora,10-Air Conditioner-Gym 1 Condensadora,11-Air Conditioner-Lounge2
2023-02-18,22.54591746884876,24.177301715166305,13.451012484436037,0.0,0.8802518719596331,1.6258222612282964,0.001376092942820655,0.0021472181646029153,9.055822920879788,43.01993377930111,15.519684369765386
2023-02-19,17.33082025001314,18.645608047900733,14.856985577943588,0.0,1.0282593221025997,1.3765602915064494,0.0012626843635241195,0.0019281984289487208,10.881981373642814,31.62796421750175,16.56330855506473
2023-02-20,21.355753059518605,21.09957669304318,19.898026159354313,0.0,1.366930050599575,1.6305493080719315,0.0021402920691172282,0.003139389552540249,22.928854688989855,36.599796730776895,23.517275086460117
2023-02-21,17.651558329512273,18.946171683989633,17.6341892924118,0.0,1.4065411168278592,1.6255586852902835,0.0011354033260875277,0.001322773094971975,20.485352766863503,32.3186247751787,10.426609638773598
2023-02-22,20.619062936305994,19.630598866532644,19.285172879693775,0.0,1.3700237969207765,1.6716491138903304,0.0014946296008427936,0.0011074769356515671,19.110091911188764,33.16286120437622,15.117869609906938
2023-02-23,21.266411820314197,20.44433475376553,16.378871369895933,0.0,1.2948771869659423,1.6622104189687303,0.003310117504066891,0.0032345504628287424,14.13412028380712,34.56390421888351,16.300259960475504
2023-02-24,17.906968246099687,18.62814347341538,16.932353286459186,0.0,1.2696540502545568,1.624989401614136,0.003261711794270409,0.0020506968866454227,17.41930917764028,31.64072592455546,17.02393139395184
2023-02-25,25.090632238498262,22.29352910442564,19.43500539589776,0.0,0.7537558105725713,1.635127632373704,0.003992639100286695,0.004073272034327189,8.836259590676628,38.78094160820007,33.37396354077445
2023-02-26,18.1644882389217,16.329069784378476,16.318515733150907,0.0,1.0207979210156863,1.354338311106629,0.0018019338239563835,0.0020428303893407183,11.76463372991138,25.378488167241414,21.345871693615383
2023-02-27,20.480763142846428,21.143951946953667,19.429327302021452,0.0,1.3812455289453929,1.6703916823408338,0.001561780163182153,0.0013178450677129958,22.147523298566597,36.12482093335258,7.742350400341881
2023-02-28,18.14578580221388,19.963012746982574,17.905847986518012,0.0,1.3563075224529375,1.6511549881855645,0.0010324598368008932,0.0009962204448382061,20.190483097233244,34.22494236389372,4.127855513430701
2023-03-01,23.826608488977215,21.456682378637527,21.56566130001068,0.0,1.3496519143197268,1.6712446639140448,0.0020257676426569627,0.002472794513702393,22.299017626590725,37.277314687421594,21.571142972814773
2023-03-02,21.908631596775052,23.64484654288186,20.91567825433943,0.0,1.4453219100043508,1.6975297756062615,0.003261271872255538,0.0034675118035740323,25.971257548169028,42.640505903737825,5.5375985990354755
2023-03-03,20.452114591303932,21.06644125199,16.29531813319736,0.0,1.342122846060329,1.6462850323192275,0.0015873233474625482,0.0013755976732571925,16.56249886199103,36.65650366895888,6.392296456404792
2023-03-04,22.037074439881643,22.37228020875719,15.146871494585675,0.0,1.1117561534497475,1.6970485850869286,0.0015520405207739936,0.0018115874833530853,13.272887356980641,37.66122856699202,10.133567061994338
2023-03-05,18.960552407925924,19.390378929786685,16.79828294512007,0.0,1.0758128251685035,1.3250118145616852,0.001348101950486501,0.0015519959709379407,17.611369189474317,33.69750007535512,6.141411174581316
2023-03-06,15.896362431600357,19.88944826535331,21.86016310125139,0.0,1.4732438307547568,1.5252647292441792,0.0019470742177963255,0.0009515547029177347,27.74725204562081,24.93046879484601,7.412018381659189
2023-03-07,14.885690926204257,16.82587246119393,20.534775769831334,0.0,1.5078437135272558,1.4518736386097804,0.00148633113887575,0.000858586585521698,25.054466040623986,19.460187418450253,10.407606657653387
2023-03-08,13.760338696350523,17.26260381601122,21.375205074000892,0.0,1.542656135476695,1.5344106678824956,0.0016591834359698824,0.0009565362366040547,26.392010115727327,19.27744445937475,10.658225341440835
2023-03-09,19.28119922650655,20.196283631907566,16.807340186581083,0.0,1.4223808315616182,1.698648898422983,0.0012816661792331271,0.0010470422922240362,19.08207892330806,33.399985795196955,6.357493644994099
2023-03-10,16.64099622741487,17.418565908436246,21.10102065403408,0.0,1.5431347036528589,1.5136869239489237,0.001114818188349406,0.0012217899939748974,24.940760136905247,20.704982460772193,11.897104540447655
